symbol,date,low,close,open,volume,high
DOT1-EUR,2021-01-26 10:00:00,13.94174861907959,14.161810874938965,13.94174861907959,0.0,14.224427223205566
DOT1-EUR,2021-01-26 11:00:00,13.983413696289062,14.136971473693848,14.160181045532227,3327744.0,14.160181045532227
DOT1-EUR,2021-01-26 12:00:00,13.555035591125488,13.555035591125488,14.137330055236816,0.0,14.137330055236816
DOT1-EUR,2021-01-26 13:00:00,13.519030570983887,13.60350227355957,13.558841705322266,0.0,13.712944030761719
DOT1-EUR,2021-01-27 07:00:00,13.316908836364746,13.39268970489502,13.316908836364746,9572480.0,13.479305267333984
DOT1-EUR,2021-01-27 08:00:00,13.055891990661621,13.055891990661621,13.394996643066406,31286528.0,13.394996643066406
DOT1-EUR,2021-01-27 09:00:00,12.887162208557129,13.093482971191406,13.047528266906738,62055936.0,13.117592811584473
DOT1-EUR,2021-01-27 10:00:00,12.971057891845703,12.976638793945312,13.092011451721191,10680064.0,13.175211906433105
DOT1-EUR,2021-01-27 11:00:00,12.915013313293457,12.915013313293457,12.981584548950195,21479424.0,13.225987434387207
DOT1-EUR,2021-01-27 12:00:00,12.879047393798828,13.074281692504883,12.914265632629395,9970432.0,13.078941345214844
DOT1-EUR,2021-01-27 13:00:00,12.801325798034668,12.801325798034668,13.07644271850586,0.0,13.100074768066406
DOT1-EUR,2021-01-27 14:00:00,12.497389793395996,12.519363403320312,12.799368858337402,28939264.0,12.859615325927734
DOT1-EUR,2021-01-27 15:00:00,12.537260055541992,12.825952529907227,12.537260055541992,25765632.0,12.825952529907227
DOT1-EUR,2021-01-28 07:00:00,13.477715492248535,13.559211730957031,13.519792556762695,359627008.0,13.658374786376953
DOT1-EUR,2021-01-28 08:00:00,13.561718940734863,13.631024360656738,13.561718940734863,0.0,13.704572677612305
DOT1-EUR,2021-01-28 09:00:00,13.40833568572998,13.584245681762695,13.631024360656738,0.0,13.642892837524414
DOT1-EUR,2021-01-28 10:00:00,13.591282844543457,13.915969848632812,13.591282844543457,49022720.0,13.982104301452637
DOT1-EUR,2021-01-28 11:00:00,13.922966003417969,14.24791145324707,13.922966003417969,0.0,14.252165794372559
DOT1-EUR,2021-01-28 12:00:00,14.198942184448242,14.285563468933105,14.249739646911621,582243584.0,14.430566787719727
DOT1-EUR,2021-01-28 13:00:00,14.114267349243164,14.211960792541504,14.281774520874023,3367936.0,14.301579475402832
DOT1-EUR,2021-01-28 14:00:00,14.207684516906738,14.265328407287598,14.218945503234863,1895936.0,14.381638526916504
DOT1-EUR,2021-01-28 15:00:00,14.154316902160645,14.212226867675781,14.245087623596191,0.0,14.267584800720215
DOT1-EUR,2021-01-29 07:00:00,13.269396781921387,13.432674407958984,13.365630149841309,36772096.0,13.432674407958984
DOT1-EUR,2021-01-29 08:00:00,13.243186950683594,13.706204414367676,13.436708450317383,0.0,13.706204414367676
DOT1-EUR,2021-01-29 09:00:00,13.52849292755127,13.762524604797363,13.710240364074707,291736064.0,13.88074016571045
DOT1-EUR,2021-01-29 10:00:00,13.562963485717773,13.694141387939453,13.772994041442871,0.0,13.898040771484375
DOT1-EUR,2021-01-29 11:00:00,13.691258430480957,13.9794921875,13.691258430480957,21394432.0,14.183130264282227
DOT1-EUR,2021-01-29 12:00:00,13.958629608154297,14.397293090820312,13.98473072052002,96722432.0,14.53097152709961
DOT1-EUR,2021-01-29 13:00:00,14.156719207763672,14.21932315826416,14.406113624572754,3694336.0,14.406113624572754
DOT1-EUR,2021-01-29 14:00:00,13.98105239868164,14.106300354003906,14.220706939697266,0.0,14.359047889709473
DOT1-EUR,2021-01-29 15:00:00,14.064834594726562,14.064834594726562,14.108131408691406,51007232.0,14.188835144042969
DOT1-EUR,2021-01-30 07:00:00,13.489879608154297,13.62773323059082,13.535008430480957,0.0,13.62773323059082
DOT1-EUR,2021-01-30 08:00:00,13.462757110595703,13.462757110595703,13.630207061767578,0.0,13.653234481811523
DOT1-EUR,2021-01-30 09:00:00,13.450409889221191,13.479211807250977,13.46495246887207,0.0,13.502840042114258
DOT1-EUR,2021-01-30 10:00:00,13.40807056427002,13.491843223571777,13.473761558532715,0.0,13.49432373046875
DOT1-EUR,2021-01-30 11:00:00,13.437175750732422,13.437308311462402,13.490097999572754,0.0,13.537578582763672
DOT1-EUR,2021-01-30 12:00:00,13.393170356750488,13.48882007598877,13.437308311462402,0.0,13.48882007598877
DOT1-EUR,2021-01-30 13:00:00,13.489619255065918,13.669730186462402,13.489619255065918,77525888.0,13.669730186462402
DOT1-EUR,2021-01-30 14:00:00,13.612872123718262,13.735234260559082,13.67004108428955,0.0,13.776304244995117
DOT1-EUR,2021-01-30 15:00:00,13.68093204498291,13.68093204498291,13.73994255065918,0.0,13.760940551757812
DOT1-EUR,2021-01-31 07:00:00,13.528864860534668,13.547544479370117,13.660555839538574,4060672.0,13.66482162475586
DOT1-EUR,2021-01-31 08:00:00,13.534317016601562,13.666060447692871,13.548707008361816,29404288.0,13.750996589660645
DOT1-EUR,2021-01-31 09:00:00,13.57585620880127,13.582968711853027,13.673165321350098,6579200.0,13.793378829956055
DOT1-EUR,2021-01-31 10:00:00,13.538049697875977,13.607677459716797,13.57491397857666,25792384.0,13.608867645263672
