symbol,date,high,low,volume,close,open
ETH-EUR,2021-01-27 21:00:00,1066.349609375,1044.8035888671875,0,1055.0966796875,1063.4365234375
ETH-EUR,2021-01-27 22:00:00,1061.5762939453125,1027.328125,90478592,1035.7178955078125,1054.1639404296875
ETH-EUR,2021-01-27 23:00:00,1036.694580078125,1026.0028076171875,378900480,1033.9776611328125,1035.8546142578125
ETH-EUR,2021-01-28 00:00:00,1041.6231689453125,1014.0127563476562,241213440,1041.6231689453125,1035.4395751953125
ETH-EUR,2021-01-28 01:00:00,1044.457275390625,1032.837890625,0,1043.7288818359375,1041.4134521484375
ETH-EUR,2021-01-28 02:00:00,1058.7333984375,1044.4327392578125,345145344,1050.9249267578125,1044.4327392578125
ETH-EUR,2021-01-28 03:00:00,1068.5574951171875,1050.9271240234375,213821440,1068.5574951171875,1050.9271240234375
ETH-EUR,2021-01-28 04:00:00,1068.636962890625,1056.7308349609375,0,1063.033447265625,1068.140869140625
ETH-EUR,2021-01-28 05:00:00,1073.7164306640625,1054.4964599609375,0,1073.7164306640625,1062.7052001953125
ETH-EUR,2021-01-28 06:00:00,1092.4678955078125,1074.463623046875,882464768,1076.8848876953125,1074.463623046875
ETH-EUR,2021-01-28 07:00:00,1081.1575927734375,1062.2647705078125,0,1063.498291015625,1077.564453125
ETH-EUR,2021-01-28 08:00:00,1064.7459716796875,1054.3013916015625,0,1057.6785888671875,1062.825927734375
ETH-EUR,2021-01-28 09:00:00,1069.4464111328125,1049.0489501953125,0,1069.4464111328125,1057.8739013671875
ETH-EUR,2021-01-28 10:00:00,1076.7928466796875,1059.9599609375,202807296,1070.83203125,1069.864501953125
ETH-EUR,2021-01-28 11:00:00,1078.3616943359375,1068.2547607421875,0,1070.6082763671875,1072.025634765625
ETH-EUR,2021-01-28 12:00:00,1091.8990478515625,1071.4530029296875,208697344,1089.9429931640625,1071.4530029296875
ETH-EUR,2021-01-28 13:00:00,1104.22802734375,1082.355224609375,418660352,1103.5977783203125,1090.6348876953125
ETH-EUR,2021-01-28 14:00:00,1116.9169921875,1099.793212890625,0,1110.7908935546875,1103.91259765625
ETH-EUR,2021-01-28 15:00:00,1113.3076171875,1103.83740234375,0,1109.79052734375,1110.794677734375
ETH-EUR,2021-01-28 16:00:00,1114.8486328125,1100.123291015625,0,1114.64404296875,1110.229736328125
ETH-EUR,2021-01-28 17:00:00,1116.848876953125,1102.837158203125,0,1102.837158203125,1114.69091796875
ETH-EUR,2021-01-28 18:00:00,1106.350830078125,1093.4464111328125,0,1104.8974609375,1103.453857421875
ETH-EUR,2021-01-28 19:00:00,1105.514404296875,1098.2548828125,0,1098.6900634765625,1104.8280029296875
ETH-EUR,2021-01-28 20:00:00,1111.658935546875,1095.2337646484375,421650432,1098.913330078125,1098.775634765625
ETH-EUR,2021-01-28 21:00:00,1111.5701904296875,1098.88623046875,215166976,1111.543701171875,1098.88623046875
ETH-EUR,2021-01-28 22:00:00,1118.8731689453125,1111.56201171875,438274048,1115.0941162109375,1111.56201171875
ETH-EUR,2021-01-28 23:00:00,1117.2496337890625,1095.480224609375,108711936,1100.2587890625,1114.5914306640625
ETH-EUR,2021-01-29 00:00:00,1132.3876953125,1098.05810546875,1180145664,1130.9586181640625,1099.185546875
ETH-EUR,2021-01-29 01:00:00,1131.565673828125,1107.65234375,296388608,1109.3018798828125,1130.7767333984375
ETH-EUR,2021-01-29 02:00:00,1115.785400390625,1106.27001953125,179091456,1106.7218017578125,1109.618896484375
ETH-EUR,2021-01-29 03:00:00,1110.5294189453125,1086.2198486328125,393457664,1093.518310546875,1106.9813232421875
ETH-EUR,2021-01-29 04:00:00,1095.28662109375,1068.3026123046875,858783744,1080.3670654296875,1093.4481201171875
ETH-EUR,2021-01-29 05:00:00,1080.6087646484375,1073.0335693359375,296058880,1078.0784912109375,1080.0279541015625
ETH-EUR,2021-01-29 06:00:00,1086.38525390625,1070.7374267578125,0,1074.93603515625,1077.8162841796875
ETH-EUR,2021-01-29 07:00:00,1084.7818603515625,1070.538818359375,327782400,1084.7818603515625,1075.6873779296875
ETH-EUR,2021-01-29 08:00:00,1120.3043212890625,1073.0084228515625,1938079744,1120.3043212890625,1085.5123291015625
ETH-EUR,2021-01-29 09:00:00,1148.6744384765625,1120.7388916015625,4949536768,1130.929443359375,1122.3372802734375
ETH-EUR,2021-01-29 10:00:00,1133.304443359375,1113.767822265625,756629504,1129.7615966796875,1131.5244140625
ETH-EUR,2021-01-29 11:00:00,1171.7762451171875,1130.43798828125,2610966528,1164.6055908203125,1130.43798828125
ETH-EUR,2021-01-29 12:00:00,1169.113037109375,1154.4493408203125,679485440,1169.113037109375,1165.4735107421875
ETH-EUR,2021-01-29 13:00:00,1173.221435546875,1158.24169921875,863141888,1173.221435546875,1169.6661376953125
ETH-EUR,2021-01-29 14:00:00,1175.74853515625,1137.680419921875,0,1146.9605712890625,1173.655029296875
ETH-EUR,2021-01-29 15:00:00,1157.3873291015625,1146.65869140625,0,1150.0634765625,1146.9947509765625
ETH-EUR,2021-01-29 16:00:00,1157.245849609375,1131.9249267578125,0,1131.9249267578125,1149.5623779296875
ETH-EUR,2021-01-29 17:00:00,1144.991455078125,1128.3709716796875,428875776,1130.48974609375,1132.453125
ETH-EUR,2021-01-29 18:00:00,1134.68212890625,1109.41259765625,364142592,1111.9766845703125,1129.593017578125
ETH-EUR,2021-01-29 19:00:00,1116.4432373046875,1089.50244140625,460779520,1099.06689453125,1112.683837890625
ETH-EUR,2021-01-29 20:00:00,1118.1519775390625,1099.8125,1149177856,1114.975830078125,1099.8125
ETH-EUR,2021-01-29 21:00:00,1133.058349609375,1110.6536865234375,543838208,1133.058349609375,1114.1846923828125
ETH-EUR,2021-01-29 22:00:00,1159.0565185546875,1129.2857666015625,843599872,1148.1239013671875,1132.815185546875
ETH-EUR,2021-01-29 23:00:00,1148.754638671875,1132.798828125,53542912,1140.250732421875,1147.9754638671875
ETH-EUR,2021-01-30 00:00:00,1155.4273681640625,1130.0946044921875,0,1130.0946044921875,1139.0509033203125
ETH-EUR,2021-01-30 01:00:00,1142.522705078125,1125.3956298828125,0,1125.3956298828125,1129.8216552734375
ETH-EUR,2021-01-30 02:00:00,1131.5198974609375,1110.5997314453125,0,1110.5997314453125,1125.39013671875
ETH-EUR,2021-01-30 03:00:00,1112.818603515625,1094.5657958984375,0,1104.0260009765625,1109.5030517578125
ETH-EUR,2021-01-30 04:00:00,1111.7578125,1104.5146484375,0,1107.73291015625,1104.5146484375
ETH-EUR,2021-01-30 05:00:00,1111.1722412109375,1097.0362548828125,0,1104.32275390625,1107.701171875
ETH-EUR,2021-01-30 06:00:00,1110.0213623046875,1096.174560546875,0,1110.0213623046875,1103.808349609375
ETH-EUR,2021-01-30 07:00:00,1115.840087890625,1103.4881591796875,0,1112.348388671875,1109.7613525390625
ETH-EUR,2021-01-30 08:00:00,1112.5406494140625,1103.4261474609375,0,1104.3955078125,1111.9024658203125
ETH-EUR,2021-01-30 09:00:00,1111.7506103515625,1104.69482421875,0,1109.6497802734375,1104.69482421875
ETH-EUR,2021-01-30 10:00:00,1114.009033203125,1104.5848388671875,0,1112.214599609375,1109.6717529296875
ETH-EUR,2021-01-30 11:00:00,1114.5606689453125,1105.0623779296875,0,1105.0623779296875,1112.295166015625
ETH-EUR,2021-01-30 12:00:00,1105.22412109375,1098.13330078125,0,1104.4609375,1105.0396728515625
ETH-EUR,2021-01-30 13:00:00,1122.499267578125,1102.9833984375,0,1122.499267578125,1104.22509765625
ETH-EUR,2021-01-30 14:00:00,1128.2293701171875,1122.616943359375,0,1126.72119140625,1122.9998779296875
ETH-EUR,2021-01-30 15:00:00,1135.07470703125,1124.718994140625,0,1130.4483642578125,1126.3507080078125
ETH-EUR,2021-01-30 16:00:00,1130.5487060546875,1111.7044677734375,0,1117.8275146484375,1130.129638671875
ETH-EUR,2021-01-30 17:00:00,1130.4697265625,1117.6422119140625,0,1128.9437255859375,1117.64404296875
ETH-EUR,2021-01-30 18:00:00,1130.28125,1124.0443115234375,0,1130.0455322265625,1128.6502685546875
ETH-EUR,2021-01-30 19:00:00,1134.21044921875,1125.3592529296875,0,1129.0626220703125,1130.278564453125
ETH-EUR,2021-01-30 20:00:00,1140.30078125,1129.068115234375,0,1133.77294921875,1129.115478515625
ETH-EUR,2021-01-30 21:00:00,1135.7274169921875,1130.3875732421875,0,1135.7274169921875,1133.3948974609375
ETH-EUR,2021-01-30 22:00:00,1143.704345703125,1135.900390625,0,1143.704345703125,1135.900390625
ETH-EUR,2021-01-30 23:00:00,1143.5850830078125,1132.61572265625,0,1135.299072265625,1143.5850830078125
ETH-EUR,2021-01-31 00:00:00,1136.079345703125,1123.004638671875,0,1125.3267822265625,1133.77197265625
ETH-EUR,2021-01-31 01:00:00,1129.9647216796875,1123.9256591796875,0,1129.9647216796875,1125.296142578125
ETH-EUR,2021-01-31 02:00:00,1132.662109375,1119.0074462890625,0,1120.232421875,1129.8399658203125
ETH-EUR,2021-01-31 03:00:00,1122.82470703125,1118.3458251953125,0,1118.3458251953125,1120.239013671875
ETH-EUR,2021-01-31 04:00:00,1122.582763671875,1115.40966796875,0,1120.5460205078125,1118.432861328125
ETH-EUR,2021-01-31 05:00:00,1120.669189453125,1109.693359375,0,1113.26708984375,1120.6427001953125
ETH-EUR,2021-01-31 06:00:00,1114.9788818359375,1110.052490234375,0,1110.6575927734375,1113.0560302734375
ETH-EUR,2021-01-31 07:00:00,1115.027099609375,1106.7401123046875,0,1108.0537109375,1110.842529296875
ETH-EUR,2021-01-31 08:00:00,1113.4925537109375,1106.572998046875,0,1109.247314453125,1108.2530517578125
ETH-EUR,2021-01-31 09:00:00,1113.228271484375,1104.9949951171875,0,1105.0458984375,1108.9400634765625
ETH-EUR,2021-01-31 10:00:00,1113.67626953125,1103.6304931640625,79106048,1112.6317138671875,1105.0736083984375
ETH-EUR,2021-01-31 11:00:00,1117.218505859375,1112.5831298828125,0,1115.3626708984375,1112.720458984375
ETH-EUR,2021-01-31 12:00:00,1128.0059814453125,1112.6796875,413943808,1120.50927734375,1115.3927001953125
ETH-EUR,2021-01-31 13:00:00,1120.7489013671875,1109.6864013671875,0,1109.9273681640625,1120.7489013671875
ETH-EUR,2021-01-31 14:00:00,1111.389404296875,1101.033935546875,0,1101.033935546875,1110.0025634765625
ETH-EUR,2021-01-31 15:00:00,1101.1263427734375,1071.6123046875,619659264,1081.138427734375,1101.1263427734375
ETH-EUR,2021-01-31 16:00:00,1086.12744140625,1074.49853515625,0,1083.6690673828125,1081.00927734375
ETH-EUR,2021-01-31 17:00:00,1083.743896484375,1067.630126953125,0,1067.630126953125,1083.689697265625
ETH-EUR,2021-01-31 18:00:00,1076.05810546875,1061.58740234375,406167552,1067.573486328125,1066.211669921875
ETH-EUR,2021-01-31 19:00:00,1077.2574462890625,1063.8497314453125,236189696,1075.9033203125,1067.28271484375
ETH-EUR,2021-01-31 20:00:00,1082.7874755859375,1066.9425048828125,67192832,1080.7445068359375,1075.8636474609375
ETH-EUR,2021-01-31 21:00:00,1080.9239501953125,1070.421875,70213632,1075.8853759765625,1080.9239501953125
ETH-EUR,2021-01-31 22:00:00,1084.400146484375,1069.5206298828125,0,1079.31591796875,1074.64208984375
ETH-EUR,2021-01-31 23:00:00,1088.9713134765625,1079.244140625,64741376,1085.492431640625,1079.244140625
ETH-EUR,2021-02-01 00:00:00,1084.7347412109375,1050.771728515625,490512384,1055.7347412109375,1084.7347412109375
ETH-EUR,2021-02-01 01:00:00,1087.9906005859375,1055.5406494140625,883384320,1085.527099609375,1055.5821533203125
ETH-EUR,2021-02-01 02:00:00,1090.95361328125,1081.9635009765625,92368896,1085.49072265625,1085.7064208984375
ETH-EUR,2021-02-01 03:00:00,1087.60888671875,1081.289794921875,205758464,1085.5732421875,1085.7835693359375
ETH-EUR,2021-02-01 04:00:00,1094.4652099609375,1082.78515625,366403584,1086.2037353515625,1085.566650390625
ETH-EUR,2021-02-01 05:00:00,1090.5169677734375,1082.6771240234375,209025024,1090.5169677734375,1086.1278076171875
ETH-EUR,2021-02-01 06:00:00,1098.3819580078125,1076.0694580078125,421210112,1077.7093505859375,1090.426513671875
ETH-EUR,2021-02-01 07:00:00,1086.8056640625,1077.0867919921875,242018304,1084.729248046875,1077.9168701171875
ETH-EUR,2021-02-01 08:00:00,1096.2550048828125,1081.340087890625,408252416,1096.2550048828125,1084.6107177734375
ETH-EUR,2021-02-01 09:00:00,1105.8182373046875,1095.8856201171875,503072768,1097.23974609375,1096.891357421875
ETH-EUR,2021-02-01 10:00:00,1105.0438232421875,1096.1768798828125,486928384,1096.1768798828125,1097.487060546875
ETH-EUR,2021-02-01 11:00:00,1110.97314453125,1095.80419921875,585838592,1110.97314453125,1096.181884765625
ETH-EUR,2021-02-01 12:00:00,1110.5557861328125,1098.298583984375,0,1100.9464111328125,1110.5557861328125
ETH-EUR,2021-02-01 13:00:00,1104.11083984375,1097.582763671875,440238080,1099.2806396484375,1100.8385009765625
ETH-EUR,2021-02-01 14:00:00,1099.480712890625,1085.634765625,115324928,1085.9925537109375,1099.480712890625
ETH-EUR,2021-02-01 15:00:00,1089.154052734375,1083.7506103515625,0,1083.83154296875,1086.26513671875
ETH-EUR,2021-02-01 16:00:00,1085.454833984375,1078.042236328125,0,1085.454833984375,1083.0928955078125
ETH-EUR,2021-02-01 17:00:00,1091.80712890625,1082.0728759765625,0,1091.619873046875,1085.614501953125
ETH-EUR,2021-02-01 18:00:00,1098.3681640625,1090.1104736328125,0,1094.92626953125,1091.4647216796875
ETH-EUR,2021-02-01 19:00:00,1101.389892578125,1095.3804931640625,0,1101.389892578125,1095.3804931640625
ETH-EUR,2021-02-01 20:00:00,1108.301025390625,1101.421630859375,16242688,1105.142578125,1101.421630859375
ETH-EUR,2021-02-01 21:00:00,1117.652099609375,1103.028076171875,56377344,1117.652099609375,1105.568603515625
ETH-EUR,2021-02-01 22:00:00,1127.0950927734375,1114.834716796875,766531584,1126.7073974609375,1116.7701416015625
ETH-EUR,2021-02-01 23:00:00,1138.4097900390625,1125.085693359375,712574976,1136.490966796875,1126.082275390625
ETH-EUR,2021-02-02 00:00:00,1163.3682861328125,1134.4554443359375,668942336,1144.46875,1134.4554443359375
ETH-EUR,2021-02-02 01:00:00,1145.457275390625,1134.6959228515625,15712256,1138.378173828125,1144.050048828125
ETH-EUR,2021-02-02 02:00:00,1147.1873779296875,1133.782958984375,191240192,1133.782958984375,1139.0771484375
ETH-EUR,2021-02-02 03:00:00,1136.7122802734375,1127.9410400390625,209766400,1132.7205810546875,1134.3699951171875
ETH-EUR,2021-02-02 04:00:00,1144.091552734375,1132.6490478515625,101140480,1142.8758544921875,1133.0025634765625
ETH-EUR,2021-02-02 05:00:00,1152.548828125,1140.9521484375,319440896,1150.1207275390625,1143.00146484375
ETH-EUR,2021-02-02 06:00:00,1165.37548828125,1149.360107421875,447924224,1162.4100341796875,1149.9459228515625
ETH-EUR,2021-02-02 07:00:00,1176.8271484375,1162.242431640625,1224022016,1174.104736328125,1162.242431640625
ETH-EUR,2021-02-02 08:00:00,1194.887451171875,1166.3768310546875,1315770368,1194.887451171875,1174.0892333984375
ETH-EUR,2021-02-02 09:00:00,1200.9521484375,1183.6697998046875,1706479616,1189.8704833984375,1194.670654296875
ETH-EUR,2021-02-02 10:00:00,1194.5355224609375,1186.6112060546875,531834880,1190.211181640625,1189.9066162109375
ETH-EUR,2021-02-02 11:00:00,1200.6236572265625,1179.768310546875,91285504,1181.0958251953125,1190.9122314453125
ETH-EUR,2021-02-02 12:00:00,1190.2808837890625,1176.2818603515625,0,1182.298828125,1180.54736328125
ETH-EUR,2021-02-02 13:00:00,1195.2255859375,1182.287353515625,154095616,1183.5546875,1182.2962646484375
ETH-EUR,2021-02-02 14:00:00,1189.883056640625,1175.9151611328125,22517760,1189.883056640625,1183.6129150390625
ETH-EUR,2021-02-02 15:00:00,1197.696044921875,1182.0899658203125,425646080,1182.3236083984375,1190.454833984375
ETH-EUR,2021-02-02 16:00:00,1243.4202880859375,1183.1923828125,272154624,1243.4202880859375,1183.217529296875
ETH-EUR,2021-02-02 17:00:00,1243.125732421875,1221.063232421875,918622208,1224.08935546875,1242.400390625
ETH-EUR,2021-02-02 18:00:00,1237.5955810546875,1223.443359375,713345024,1237.5955810546875,1224.0614013671875
ETH-EUR,2021-02-02 19:00:00,1254.7969970703125,1234.28564453125,1002514432,1254.7969970703125,1238.639404296875
ETH-EUR,2021-02-02 20:00:00,1274.9163818359375,1249.3455810546875,1892384768,1258.1600341796875,1255.2503662109375
ETH-EUR,2021-02-02 21:00:00,1270.751220703125,1259.875244140625,1148719104,1259.875244140625,1261.7769775390625
ETH-EUR,2021-02-02 22:00:00,1281.180908203125,1259.8936767578125,455041024,1279.983154296875,1259.8936767578125
ETH-EUR,2021-02-02 23:00:00,1279.2392578125,1257.5672607421875,0,1257.806396484375,1279.2392578125
ETH-EUR,2021-02-03 00:00:00,1271.5792236328125,1256.950927734375,0,1262.4346923828125,1258.8048095703125
ETH-EUR,2021-02-03 01:00:00,1267.334228515625,1254.667236328125,0,1261.0726318359375,1262.21142578125
ETH-EUR,2021-02-03 02:00:00,1265.7586669921875,1253.4686279296875,73793536,1265.7586669921875,1260.921875
ETH-EUR,2021-02-03 03:00:00,1280.67578125,1265.9881591796875,629153792,1275.26025390625,1265.9881591796875
ETH-EUR,2021-02-03 04:00:00,1293.3531494140625,1275.81005859375,870191104,1291.442626953125,1275.81005859375
ETH-EUR,2021-02-03 05:00:00,1290.454833984375,1279.8123779296875,0,1280.066162109375,1290.454833984375
ETH-EUR,2021-02-03 06:00:00,1302.2857666015625,1280.20263671875,237559808,1300.6373291015625,1280.20263671875
ETH-EUR,2021-02-03 07:00:00,1300.7725830078125,1283.1685791015625,0,1283.1685791015625,1300.7725830078125
ETH-EUR,2021-02-03 08:00:00,1285.2646484375,1262.3231201171875,0,1271.8826904296875,1283.729248046875
ETH-EUR,2021-02-03 09:00:00,1281.61572265625,1261.8538818359375,0,1275.0343017578125,1272.43505859375
ETH-EUR,2021-02-03 10:00:00,1286.4473876953125,1268.1629638671875,64118784,1286.4473876953125,1274.4852294921875
ETH-EUR,2021-02-03 11:00:00,1295.0146484375,1279.5230712890625,0,1279.5230712890625,1285.84130859375
ETH-EUR,2021-02-03 12:00:00,1290.4610595703125,1272.5162353515625,301543424,1282.4013671875,1279.01708984375
ETH-EUR,2021-02-03 13:00:00,1299.135498046875,1276.599609375,442331136,1289.1822509765625,1281.2728271484375
ETH-EUR,2021-02-03 14:00:00,1293.3856201171875,1281.3189697265625,67395584,1291.161865234375,1289.334716796875
ETH-EUR,2021-02-03 15:00:00,1326.8131103515625,1290.020263671875,1500262400,1326.8131103515625,1291.5439453125
ETH-EUR,2021-02-03 16:00:00,1338.6392822265625,1318.0311279296875,0,1333.18408203125,1327.2828369140625
ETH-EUR,2021-02-03 17:00:00,1359.684326171875,1330.7059326171875,414130176,1359.684326171875,1333.4417724609375
ETH-EUR,2021-02-03 18:00:00,1366.02197265625,1348.4544677734375,696270848,1365.91015625,1359.637451171875
ETH-EUR,2021-02-03 19:00:00,1366.8026123046875,1347.0054931640625,0,1347.0054931640625,1365.9132080078125
ETH-EUR,2021-02-03 20:00:00,1354.9332275390625,1333.6324462890625,0,1353.8216552734375,1346.3929443359375
ETH-EUR,2021-02-03 21:00:00,1362.2489013671875,1347.5467529296875,0,1351.5460205078125,1354.3411865234375
ETH-EUR,2021-02-03 22:00:00,1365.1356201171875,1352.1448974609375,0,1358.2476806640625,1352.1448974609375
ETH-EUR,2021-02-03 23:00:00,1378.623291015625,1353.1380615234375,599457792,1377.9151611328125,1357.62841796875
ETH-EUR,2021-02-04 00:00:00,1389.383544921875,1379.3355712890625,557314048,1385.850341796875,1379.3355712890625
ETH-EUR,2021-02-04 01:00:00,1403.107666015625,1386.441650390625,899829760,1402.2056884765625,1386.441650390625
ETH-EUR,2021-02-04 02:00:00,1403.4022216796875,1372.2352294921875,487325696,1386.8895263671875,1402.0784912109375
ETH-EUR,2021-02-04 03:00:00,1396.1348876953125,1364.27099609375,126091264,1366.5032958984375,1386.979248046875
ETH-EUR,2021-02-04 04:00:00,1382.836669921875,1363.21875,55472128,1381.08251953125,1366.4549560546875
ETH-EUR,2021-02-04 05:00:00,1387.0960693359375,1372.6131591796875,152399872,1376.9942626953125,1381.271728515625
ETH-EUR,2021-02-04 06:00:00,1395.9442138671875,1372.677490234375,168198144,1394.7235107421875,1376.6710205078125
ETH-EUR,2021-02-04 07:00:00,1398.3497314453125,1385.49658203125,0,1387.2562255859375,1394.8013916015625
ETH-EUR,2021-02-04 08:00:00,1400.789306640625,1378.89990234375,117440512,1378.89990234375,1387.1234130859375
ETH-EUR,2021-02-04 09:00:00,1377.8531494140625,1330.99951171875,1742614528,1362.46728515625,1377.8531494140625
ETH-EUR,2021-02-04 10:00:00,1372.49658203125,1362.81591796875,671113216,1367.0587158203125,1364.5928955078125
ETH-EUR,2021-02-04 11:00:00,1367.295166015625,1350.453369140625,303435776,1350.453369140625,1366.798828125
ETH-EUR,2021-02-04 12:00:00,1366.1878662109375,1342.668701171875,374927360,1366.1878662109375,1349.065185546875
ETH-EUR,2021-02-04 13:00:00,1364.881103515625,1350.3780517578125,0,1363.13623046875,1364.881103515625
ETH-EUR,2021-02-04 14:00:00,1365.1185302734375,1326.4774169921875,54874112,1326.4774169921875,1362.7093505859375
ETH-EUR,2021-02-04 15:00:00,1331.447021484375,1304.408447265625,209092608,1318.3819580078125,1326.818115234375
ETH-EUR,2021-02-04 16:00:00,1357.6805419921875,1316.1280517578125,0,1357.6805419921875,1317.709228515625
ETH-EUR,2021-02-04 17:00:00,1372.3818359375,1357.3853759765625,41885696,1359.541748046875,1357.488037109375
ETH-EUR,2021-02-04 18:00:00,1376.063720703125,1359.63330078125,0,1376.063720703125,1359.63330078125
ETH-EUR,2021-02-04 19:00:00,1387.235595703125,1368.052734375,257200128,1375.5513916015625,1376.3082275390625
ETH-EUR,2021-02-04 20:00:00,1390.0108642578125,1371.857421875,0,1376.8475341796875,1376.4468994140625
ETH-EUR,2021-02-04 21:00:00,1384.5286865234375,1362.6976318359375,0,1369.798583984375,1377.9832763671875
ETH-EUR,2021-02-04 22:00:00,1368.8948974609375,1338.973388671875,201445376,1355.5118408203125,1368.8948974609375
ETH-EUR,2021-02-04 23:00:00,1358.776611328125,1332.2530517578125,0,1332.664794921875,1355.506591796875
ETH-EUR,2021-02-05 00:00:00,1351.3768310546875,1332.7623291015625,0,1347.09033203125,1332.7623291015625
ETH-EUR,2021-02-05 01:00:00,1354.2843017578125,1337.021484375,0,1340.8624267578125,1347.360107421875
ETH-EUR,2021-02-05 02:00:00,1347.1082763671875,1334.861572265625,0,1347.1082763671875,1340.1171875
ETH-EUR,2021-02-05 03:00:00,1377.5850830078125,1347.9686279296875,539844608,1367.5089111328125,1347.9686279296875
ETH-EUR,2021-02-05 04:00:00,1369.66455078125,1362.0662841796875,0,1365.11767578125,1367.6038818359375
ETH-EUR,2021-02-05 05:00:00,1371.492919921875,1356.432373046875,33292288,1365.2418212890625,1365.442626953125
ETH-EUR,2021-02-05 06:00:00,1384.713134765625,1362.92919921875,386846720,1374.031494140625,1365.1595458984375
ETH-EUR,2021-02-05 07:00:00,1390.53173828125,1373.878662109375,518639616,1385.04443359375,1373.878662109375
ETH-EUR,2021-02-05 08:00:00,1389.7958984375,1376.77294921875,0,1388.5897216796875,1385.101806640625
ETH-EUR,2021-02-05 09:00:00,1393.33203125,1384.6085205078125,0,1384.6085205078125,1388.8883056640625
ETH-EUR,2021-02-05 10:00:00,1388.0987548828125,1373.0401611328125,0,1375.055419921875,1383.859130859375
