symbol,date,close,high,low,open,volume
DOT1-EUR,2021-01-26 05:43:00,14.260485649108887,14.260485649108887,14.260485649108887,14.260485649108887,0.0
DOT1-EUR,2021-01-26 05:44:00,14.263428688049316,14.263428688049316,14.263428688049316,14.263428688049316,1004544.0
DOT1-EUR,2021-01-26 05:45:00,14.267247200012207,14.267247200012207,14.267247200012207,14.267247200012207,198656.0
DOT1-EUR,2021-01-26 05:46:00,14.291007041931152,14.291007041931152,14.291007041931152,14.291007041931152,0.0
DOT1-EUR,2021-01-26 05:47:00,14.300272941589355,14.300272941589355,14.300272941589355,14.300272941589355,17132800.0
DOT1-EUR,2021-01-26 05:48:00,14.304533958435059,14.304533958435059,14.304533958435059,14.304533958435059,5127424.0
DOT1-EUR,2021-01-26 05:49:00,14.339370727539062,14.339370727539062,14.339370727539062,14.339370727539062,0.0
DOT1-EUR,2021-01-26 05:50:00,14.338497161865234,14.338497161865234,14.338497161865234,14.338497161865234,5610240.0
DOT1-EUR,2021-01-26 05:51:00,14.336533546447754,14.336533546447754,14.336533546447754,14.336533546447754,225536.0
DOT1-EUR,2021-01-26 05:52:00,14.29901123046875,14.29901123046875,14.29901123046875,14.29901123046875,1764096.0
DOT1-EUR,2021-01-26 05:53:00,14.299952507019043,14.299952507019043,14.299952507019043,14.299952507019043,0.0
DOT1-EUR,2021-01-26 05:54:00,14.297647476196289,14.297647476196289,14.297647476196289,14.297647476196289,209664.0
DOT1-EUR,2021-01-26 05:55:00,14.268681526184082,14.268681526184082,14.268681526184082,14.268681526184082,4646144.0
DOT1-EUR,2021-01-26 05:56:00,14.268795013427734,14.268795013427734,14.268795013427734,14.268795013427734,0.0
DOT1-EUR,2021-01-26 05:57:00,14.269037246704102,14.269037246704102,14.269037246704102,14.269037246704102,12731392.0
DOT1-EUR,2021-01-26 05:58:00,14.290376663208008,14.290376663208008,14.290376663208008,14.290376663208008,0.0
DOT1-EUR,2021-01-26 05:59:00,14.281445503234863,14.281445503234863,14.281445503234863,14.281445503234863,0.0
DOT1-EUR,2021-01-26 06:00:00,14.279815673828125,14.279815673828125,14.279815673828125,14.279815673828125,11093504.0
DOT1-EUR,2021-01-26 06:01:00,14.254887580871582,14.254887580871582,14.254887580871582,14.254887580871582,0.0
DOT1-EUR,2021-01-26 06:02:00,14.254768371582031,14.254768371582031,14.254768371582031,14.254768371582031,0.0
DOT1-EUR,2021-01-26 06:03:00,14.249305725097656,14.249305725097656,14.249305725097656,14.249305725097656,0.0
DOT1-EUR,2021-01-26 06:04:00,14.219191551208496,14.219191551208496,14.219191551208496,14.219191551208496,0.0
DOT1-EUR,2021-01-26 06:05:00,14.214376449584961,14.214376449584961,14.214376449584961,14.214376449584961,0.0
DOT1-EUR,2021-01-26 06:06:00,14.207902908325195,14.207902908325195,14.207902908325195,14.207902908325195,0.0
DOT1-EUR,2021-01-26 06:07:00,14.161980628967285,14.161980628967285,14.161980628967285,14.161980628967285,17240064.0
DOT1-EUR,2021-01-26 06:08:00,14.171679496765137,14.171679496765137,14.171679496765137,14.171679496765137,0.0
DOT1-EUR,2021-01-26 06:09:00,14.164276123046875,14.164276123046875,14.164276123046875,14.164276123046875,1983744.0
DOT1-EUR,2021-01-26 06:10:00,14.16062068939209,14.16062068939209,14.16062068939209,14.16062068939209,0.0
DOT1-EUR,2021-01-26 06:11:00,14.160400390625,14.160400390625,14.160400390625,14.160400390625,13355008.0
DOT1-EUR,2021-01-26 06:12:00,14.160528182983398,14.160528182983398,14.160528182983398,14.160528182983398,0.0
DOT1-EUR,2021-01-26 06:13:00,14.146406173706055,14.146406173706055,14.146406173706055,14.146406173706055,1725440.0
DOT1-EUR,2021-01-26 06:14:00,14.137772560119629,14.137772560119629,14.137772560119629,14.137772560119629,0.0
DOT1-EUR,2021-01-26 06:15:00,14.136761665344238,14.136761665344238,14.136761665344238,14.136761665344238,0.0
DOT1-EUR,2021-01-26 06:16:00,14.11647891998291,14.11647891998291,14.11647891998291,14.11647891998291,0.0
DOT1-EUR,2021-01-26 06:17:00,14.115588188171387,14.115588188171387,14.115588188171387,14.115588188171387,8150784.0
DOT1-EUR,2021-01-26 06:18:00,14.113201141357422,14.113201141357422,14.113201141357422,14.113201141357422,0.0
DOT1-EUR,2021-01-26 06:19:00,14.117521286010742,14.117521286010742,14.117521286010742,14.117521286010742,0.0
DOT1-EUR,2021-01-26 06:20:00,14.12061882019043,14.12061882019043,14.12061882019043,14.12061882019043,13038080.0
DOT1-EUR,2021-01-26 06:21:00,14.116727828979492,14.116727828979492,14.116727828979492,14.116727828979492,965888.0
DOT1-EUR,2021-01-26 06:22:00,14.090810775756836,14.090810775756836,14.090810775756836,14.090810775756836,1803776.0
DOT1-EUR,2021-01-26 06:23:00,14.088186264038086,14.088186264038086,14.088186264038086,14.088186264038086,0.0
DOT1-EUR,2021-01-26 06:24:00,14.088746070861816,14.088746070861816,14.088746070861816,14.088746070861816,56064.0
DOT1-EUR,2021-01-26 06:25:00,14.076800346374512,14.076800346374512,14.076800346374512,14.076800346374512,928768.0
DOT1-EUR,2021-01-26 06:26:00,14.07377815246582,14.07377815246582,14.07377815246582,14.07377815246582,0.0
DOT1-EUR,2021-01-26 06:27:00,14.081661224365234,14.081661224365234,14.081661224365234,14.081661224365234,2956800.0
DOT1-EUR,2021-01-26 06:28:00,14.081815719604492,14.081815719604492,14.081815719604492,14.081815719604492,0.0
DOT1-EUR,2021-01-26 06:29:00,14.076396942138672,14.076396942138672,14.076396942138672,14.076396942138672,12718336.0
DOT1-EUR,2021-01-26 06:30:00,14.079452514648438,14.079452514648438,14.079452514648438,14.079452514648438,0.0
DOT1-EUR,2021-01-26 06:31:00,14.065210342407227,14.065210342407227,14.065210342407227,14.065210342407227,1090816.0
DOT1-EUR,2021-01-26 06:32:00,14.064131736755371,14.064131736755371,14.064131736755371,14.064131736755371,0.0
DOT1-EUR,2021-01-26 06:33:00,14.075346946716309,14.075346946716309,14.075346946716309,14.075346946716309,0.0
DOT1-EUR,2021-01-26 06:34:00,14.121210098266602,14.121210098266602,14.121210098266602,14.121210098266602,0.0
DOT1-EUR,2021-01-26 06:35:00,14.113397598266602,14.113397598266602,14.113397598266602,14.113397598266602,9259520.0
DOT1-EUR,2021-01-26 06:36:00,14.115340232849121,14.115340232849121,14.115340232849121,14.115340232849121,0.0
DOT1-EUR,2021-01-26 06:37:00,14.083394050598145,14.083394050598145,14.083394050598145,14.083394050598145,5224192.0
DOT1-EUR,2021-01-26 06:38:00,14.089547157287598,14.089547157287598,14.089547157287598,14.089547157287598,0.0
DOT1-EUR,2021-01-26 06:39:00,14.09085464477539,14.09085464477539,14.09085464477539,14.09085464477539,4487168.0
DOT1-EUR,2021-01-26 06:40:00,14.090312004089355,14.090312004089355,14.090312004089355,14.090312004089355,0.0
DOT1-EUR,2021-01-26 06:41:00,14.096397399902344,14.096397399902344,14.096397399902344,14.096397399902344,0.0
DOT1-EUR,2021-01-26 06:42:00,14.089356422424316,14.089356422424316,14.089356422424316,14.089356422424316,17167872.0
DOT1-EUR,2021-01-26 06:43:00,14.085272789001465,14.085272789001465,14.085272789001465,14.085272789001465,0.0
DOT1-EUR,2021-01-26 06:44:00,14.082438468933105,14.082438468933105,14.082438468933105,14.082438468933105,16767488.0
DOT1-EUR,2021-01-26 06:45:00,14.076582908630371,14.076582908630371,14.076582908630371,14.076582908630371,0.0
DOT1-EUR,2021-01-26 06:46:00,14.023271560668945,14.023271560668945,14.023271560668945,14.023271560668945,0.0
DOT1-EUR,2021-01-26 06:47:00,14.022551536560059,14.022551536560059,14.022551536560059,14.022551536560059,0.0
DOT1-EUR,2021-01-26 06:48:00,14.030858039855957,14.030858039855957,14.030858039855957,14.030858039855957,81712384.0
DOT1-EUR,2021-01-26 06:49:00,14.078290939331055,14.078290939331055,14.078290939331055,14.078290939331055,0.0
DOT1-EUR,2021-01-26 06:50:00,14.080183029174805,14.080183029174805,14.080183029174805,14.080183029174805,7514880.0
DOT1-EUR,2021-01-26 06:51:00,14.077628135681152,14.077628135681152,14.077628135681152,14.077628135681152,662784.0
DOT1-EUR,2021-01-26 06:52:00,14.090460777282715,14.090460777282715,14.090460777282715,14.090460777282715,3534848.0
DOT1-EUR,2021-01-26 06:53:00,14.08551025390625,14.08551025390625,14.08551025390625,14.08551025390625,0.0
DOT1-EUR,2021-01-26 06:54:00,14.08086109161377,14.08086109161377,14.08086109161377,14.08086109161377,0.0
DOT1-EUR,2021-01-26 06:55:00,14.059233665466309,14.059233665466309,14.059233665466309,14.059233665466309,6664448.0
DOT1-EUR,2021-01-26 06:56:00,14.057798385620117,14.057798385620117,14.057798385620117,14.057798385620117,0.0
DOT1-EUR,2021-01-26 06:57:00,14.054692268371582,14.054692268371582,14.054692268371582,14.054692268371582,0.0
DOT1-EUR,2021-01-26 06:58:00,14.06704044342041,14.06704044342041,14.06704044342041,14.06704044342041,11347456.0
DOT1-EUR,2021-01-26 06:59:00,14.06153678894043,14.06153678894043,14.06153678894043,14.06153678894043,0.0
DOT1-EUR,2021-01-26 07:00:00,14.06813907623291,14.06813907623291,14.06813907623291,14.06813907623291,16411392.0
DOT1-EUR,2021-01-26 07:01:00,14.068102836608887,14.068102836608887,14.068102836608887,14.068102836608887,1357824.0
DOT1-EUR,2021-01-26 07:02:00,14.074986457824707,14.074986457824707,14.074986457824707,14.074986457824707,0.0
DOT1-EUR,2021-01-26 07:03:00,14.076620101928711,14.076620101928711,14.076620101928711,14.076620101928711,631552.0
DOT1-EUR,2021-01-26 07:04:00,14.072265625,14.072265625,14.072265625,14.072265625,0.0
