symbol,date,close,high,low,open,volume
ETH-EUR,2021-01-25 23:00:00,1094.614990234375,1094.614990234375,1094.614990234375,1094.614990234375,0.0
ETH-EUR,2021-01-25 23:01:00,1094.06494140625,1094.06494140625,1094.06494140625,1094.06494140625,13889536.0
ETH-EUR,2021-01-25 23:02:00,1092.935302734375,1092.935302734375,1092.935302734375,1092.935302734375,0.0
ETH-EUR,2021-01-25 23:03:00,1092.0272216796875,1092.0272216796875,1092.0272216796875,1092.0272216796875,0.0
ETH-EUR,2021-01-25 23:04:00,1091.025390625,1091.025390625,1091.025390625,1091.025390625,0.0
ETH-EUR,2021-01-25 23:05:00,1084.81640625,1084.81640625,1084.81640625,1084.81640625,66621440.0
ETH-EUR,2021-01-25 23:06:00,1085.18017578125,1085.18017578125,1085.18017578125,1085.18017578125,0.0
ETH-EUR,2021-01-25 23:07:00,1085.2823486328125,1085.2823486328125,1085.2823486328125,1085.2823486328125,937984.0
ETH-EUR,2021-01-25 23:08:00,1086.713134765625,1086.713134765625,1086.713134765625,1086.713134765625,1269760.0
ETH-EUR,2021-01-25 23:09:00,1086.945068359375,1086.945068359375,1086.945068359375,1086.945068359375,45596672.0
ETH-EUR,2021-01-25 23:10:00,1093.622802734375,1093.622802734375,1088.459228515625,1088.459228515625,0.0
ETH-EUR,2021-01-25 23:12:00,1094.663330078125,1094.663330078125,1094.663330078125,1094.663330078125,0.0
ETH-EUR,2021-01-25 23:13:00,1096.29248046875,1096.29248046875,1096.29248046875,1096.29248046875,152469504.0
ETH-EUR,2021-01-25 23:14:00,1101.4556884765625,1101.4556884765625,1101.4556884765625,1101.4556884765625,15699968.0
ETH-EUR,2021-01-25 23:15:00,1101.255126953125,1101.255126953125,1101.255126953125,1101.255126953125,174997504.0
ETH-EUR,2021-01-25 23:16:00,1101.515869140625,1101.515869140625,1101.515869140625,1101.515869140625,0.0
ETH-EUR,2021-01-25 23:17:00,1102.3587646484375,1102.3587646484375,1102.3587646484375,1102.3587646484375,0.0
ETH-EUR,2021-01-25 23:18:00,1101.4044189453125,1101.4044189453125,1101.4044189453125,1101.4044189453125,38526976.0
